Board Processor_8
 Quad/Chan :        q00c0              q00c1              q00c2              q00c3              q01c0              q01c1              q01c2              q01c3              q02c0              q02c1              q02c2              q02c3              q03c1              q03c3              q04c0              q04c1      
      Link :         00                 01                 02                 03                 04                 05                 06                 07                 08                 09                 10                 11                 13                 15                 16                 17        
Frame 0010 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0011 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0012 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0013 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0014 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0015 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0016 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0017 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0018 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0019 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0020 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0021 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0022 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0023 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0024 : 1v1bef2181329cf210 1v14ef3d9e0e9303fb 1v1bb02181329cf210 1v14b03d9e0e9303fb 1v1132861746d93e2f 1v13723fc49e78c1d2 1v1846bce014393088 1v13745f8f9ef8436e 1v1688221436a5d073 1v16c8a727436a0f22 1v168a221436a5d073 1v104b5f8f9ef8436e 1v154d5bf20b1f4df6 1v154e5bf20b1f4df6 1v135121cb36938caf 1v15105bf20b1f4df6
Frame 0025 : 1v1bef422fb318b3f1 1v14ef5c630f0bc5d5 1v1bb0422fb318b3f1 1v14b05c630f0bc5d5 1v113224a4c68cbd06 1v13725f8f9ef8436e 1v18463f42969e72ae 1v1374ff4e1f95856a 1v168842dcb70e8f7c 1v16c823f0c29b10f8 1v168a42dcb70e8f7c 1v104bff471f94c230 1v154d3d998a86cff4 1v154e3d998a86cff4 1v1351428d37140af1 1v15103d998a86cff4
Frame 0026 : 1v1befe31d33c17688 1v14ef7af28f9807f8 1v1bb085ee31cbfe79 1v14b0f5c00d990f74 1v1132c8a247608042 1v1372ff4e1f95856a 1v18465e90971cb263 1v1374bef31c39077a 1v16886501b4364cdd 1v16c823e7c298910a 1v168a6501b4364cdd 1v104bbef31c39402f 1v154d3d370aaa0f84 1v154e3d370aaa0f84 1v1351e382b7a10825 1v15103d370aaa0f84
Frame 0027 : 1v1befa3b830397866 1v14ef7afd0f9387e6 1v1bb085fb31cbfeac 1v14b0d76f0ce14cff 1v1132a7274711ff11 1v1372bef31c39077a 1v18467afe15996e42 1v13749ec09d074a12 1v1688e42a37becde1 1v16c823ea42b1d0af 1v168ae42a37becde1 1v104b9ec09ce77e0b 1v154d3d908a89cfed 1v154e3d908a89cfed 1v1351e37ab79bc842 1v15103d908a89cfed
Frame 0028 : 1v1bef650eb11c3c0c 1v14efb8d78c590af1 1v1bb0e31d33c17688 1v14b07af28f9807f8 1v1132650d46a17d58 1v13729ec09d074a12 1v0000000000000000 1v13747dca1ddd8ba5 1v1688a738b54b4a2c 1v16c8650d42e2d05a 1v168aa738b54b4a2c 1v104b7e611ddb3b0c 1v154d9a060bd08b89 1v154ef5b0094b45f4 1v1351650eb43645ec 1v1510b8d7882789d1
Frame 0029 : 1v1bef2181369cf210 1v14ef9a060ff1494d 1v1bf02181329cf210 1v14b07afd0f9387e6 1v0000000000000000 1v13727e611ddaccbf 1v0000000000000000 1v1706a727436a0f22 1v16888618b4d30b79 1v16c8861743260fc1 1v168a2209b6a11080 1v17b8e3d937a44ec6 1v154d99e88bdb0b63 1v154e9a060bd08b89 1v1351a72835cbfee0 1v15107ad50b684c7d
Frame 0030 : 1v1bef422fb718b3f1 1v15807ef321dacb35 1v1bf0422fb318b3f1 1v14f03d9e0e9303fb 1v0000000000000000 1v13733fc49e78c1d2 1v0000000000000000 1v170623e242abd009 1v1689221436a5d073 1v16c8c88fc3c4ce5e 1v168a22143aa5d073 1v17b8220536a78cea 1v154d7ad50b858c8f 1v154e99e88bdb0b63 1v0000000000000000 1v1510d75e88c046e0
Frame 0031 : 1v1befe37437b9f6c7 1v1580ff89a3a78b94 1v1bf085ee31cbfe79 1v14f05c630f0bc5d5 1v0000000000000000 1v13735f8f9ef8436e 1v0000000000000000 1v170623ea42b1d0af 1v168942dcb70e8f7c 1v16c8ea3fc0264d65 1v168a42dcbb0e8f7c 1v17b8a745b57d523b 1v154db8e488274a34 1v154e7ad50b858c8f 1v0000000000000000 1v153e3f8b1e7a09b9
Frame 0032 : 1v1befa71b3599bdf4 1v15809f24a104cad1 1v1bf085fb31cbfeac 1v14f0d76f0ce14cff 1v0000000000000000 1v1373ff4e1f95856a 1v0000000000000000 1v1706650d42e2d05a 1v16896501b4364cdd 1v16c8234ac2a7d083 1v168a6501b8364cdd 1v17b88618b4d3110e 1v154dd75e88c08822 1v154eb8e488274a34 1v0000000000000000 1v153ebf541c5c0a81
Frame 0033 : 1v1befe2e6379b35ee 1v15805fba22fe4b24 1v1bf0e31d33c17688 1v14f07af28f9807f8 1v0000000000000000 1v1373bef31c39077a 1v0000000000000000 1v1706861743260fc1 1v1689e42a37becde1 1v16c9a727436a0f22 1v168ae42a3bbecde1 1v17b842d0b715cdba 1v154d7ad50b684c7d 1v154ed75e88c08822 1v0000000000000000 1v153e7ef31ddacb35
Frame 0034 : 1v1befe31d37c17688 1v15803fb4a27f0bbc 1v1bf0a3b830397866 1v14f07afd0f9387e6 1v0000000000000000 1v13739ec09d074a12 1v0000000000000000 1v1706c88fc3c4ce5e 1v1689a738b54b4a2c 1v16c923f0c29b10f8 1v168aa738b94b4a2c 1v17f8650eb4360ffe 1v154dd76f082789f7 1v154ed76f082789f7 1v0000000000000000 1v153e3fde9e7a09a9
Frame 0035 : 1v1befa3b834397866 1v15803fb9227f0ba7 1v1bf0650eb11c3c0c 1v14f0b8d78c590af1 1v0000000000000000 1v13737e611ddaccbf 1v0000000000000000 1v1946c88fc777b358 1v16898618b4d30b79 1v16c923e7c298910a 1v168a2209baa11080 1v17f8220536a78cea 1v154dd77c08e0c7c0 1v154ed77c08e0c7c0 1v0000000000000000 1v153e9f249d04cad1
Frame 0036 : 1v1bef650eb51c3c0c 1v1caf22643a8cb38a 1v1bf02181369cf210 1v14f09a060ff1494d 1v0000000000000000 1v1744a727436a0f22 1v0000000000000000 1v19462496469e7515 1v168822143aa5d073 1v16c9650d42e2d05a 1v0000000000000000 1v17f8213536a40d61 1v104c3fc19e7905b0 1v154f5bf20b1f4df6 1v0000000000000000 1v153e5fb71efe09df
Frame 0037 : 1v1bef85fb351c3c87 1v1caf43a73b0bb590 1v1bf0422fb718b3f1 1v1cb022643a8cb38a 1v0000000000000000 1v1744ea3fc0580e43 1v0000000000000000 1v1946a71cc727b3fa 1v168842dcbb0e8f7c 1v16c9861743260fc1 1v0000000000000000 1v17f8a745b57d523b 1v104c5f8b9ef8041e 1v154f3d370aaa0f84 1v0000000000000000 1v157f3fe01e7a4ad1
Frame 0038 : 1v116f861746d93e2f 1v1cafa745b88e7b3c 1v1bf0e37437b9f6c7 1v1cb043a73b0bb590 1v0000000000000000 1v174423e242abd009 1v0000000000000000 1v194685ef46e7b47d 1v16886501b8364cdd 1v16c9c88fc3c4ce5e 1v0000000000000000 1v17f88618b4d3110e 1v104c3fd19e7905ab 1v154ff5b0094b45f4 1v0000000000000000 1v157fbf541c5c0a81
Frame 0039 : 1v116f24a4c68cbd06 1v1cafc890b8e0fd37 1v1bf0a71b3599bdf4 1v1cb022023aac3480 1v0000000000000000 1v1744650d42e2d05a 1v0000000000000000 1v1946652046bc34d9 1v168822623a951046 1v16c9ea3fc0264d65 1v0000000000000000 1v17f842d0b715cdba 1v104cff471f94c230 1v154f9a060bd08b89 1v0000000000000000 1v157f7ef31ddacb35
Frame 0040 : 1v116fc8a247608042 1v1caf6502bb93f7ae 1v1bf085ee35cbfe79 1v1cb021c2ba8b73b5 1v0000000000000000 1v1744861743260fc1 1v0000000000000000 1v1907c88fc777b358 1v1688226aba98d047 1v18c92496469e7515 1v0000000000000000 1v17f8650eb8360ffe 1v104cbef31c39402f 1v154f99e88bdb0b63 1v0000000000000000 1v157f5f9a1efe0a74
Frame 0041 : 1v116fa7274711ff11 1v1cafea3fb9993fce 1v1bf085fb35cbfeac 1v1cb0a745b88e7b3c 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v19072496469e7515 1v1688e42a3bbecde1 1v18c9a71cc727b3fa 1v0000000000000000 1v17f822053aa78cea 1v104c9ec09ce77e0b 1v154f7ad50b858c8f 1v0000000000000000 1v157f9f249d04cad1
Frame 0042 : 1v116f650d46a17d58 1v1caf85f9bbf5b931 1v1bf0e2e6379b35ee 1v1cb06502bb93f7ae 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1907a71cc727b3fa 1v1688a738b94b4a2c 1v18c985ef46e7b47d 1v0000000000000000 1v17f8a745b97d523b 1v104c7e611ddb3b0c 1v154fb8e488274a34 1v0000000000000000 1v157f5fad1efe0a9f
Frame 0043 : 1v116fea5147b981a2 1v1caf650d3b9837c2 1v1bf0e31d37c17688 1v1cb0ea3fb9993fce 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v190785ef46e7b47d 1v16888618b8d30b79 1v18c9652046bc34d9 1v0000000000000000 1v17f88618b8d3110e 1v104d3fc19e7905b0 1v154fd75e88c08822 1v0000000000000000 1v157f5fae9efe0ab7
Frame 0044 : 1v11ae861746d93e2f 1v0000000000000000 1v1bf0a3b834397866 1v1cb085f9bbf5b931 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1907652046bc34d9 1v1688226aba98d02c 1v18c9ea3e47bc329a 1v0000000000000000 1v17f842d0bb15cdba 1v104d5f8b9ef8041e 1v154fd76f082789f7 1v0000000000000000 1v153e3f8b227a09b9
Frame 0045 : 1v11ae24a4c68cbd06 1v0000000000000000 1v1bf0650eb51c3c0c 1v1cb0650d3b9837c2 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1907ea3e47bc329a 1v168922143aa5d073 1v1908c88fc777b358 1v0000000000000000 1v16caa727436a0f22 1v104d3fd19e7905ab 1v153d3f8b1e7a09b9 1v0000000000000000 1v153ebf54205c0a81
Frame 0046 : 1v11aec8a247608042 1v0000000000000000 1v1170861746d93e2f 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1907ea3e47d37298 1v168942dcbb0e8f7c 1v19082496469e7515 1v0000000000000000 1v16ca23e7c298910a 1v104dff471f94c230 1v153dbf541c5c0a81 1v0000000000000000 1v153e7ef321dacb35
Frame 0047 : 1v11aea7274711ff11 1v0000000000000000 1v117024a4c68cbd06 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v16896501b8364cdd 1v1908a71cc727b3fa 1v0000000000000000 1v16ca650d42e2d05a 1v104dbef31c39402f 1v153d7ef31ddacb35 1v0000000000000000 1v153eff83a3a80a2e
Frame 0048 : 1v11ae650d46a17d58 1v0000000000000000 1v1170c8a247608042 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v168922623a951046 1v190885ef46e7b47d 1v0000000000000000 1v16ca861743260fc1 1v104d9ec09ce77e0b 1v153d3fde9e7a09a9 1v0000000000000000 1v153e3fdea27a09a9
Frame 0049 : 1v0000000000000000 1v0000000000000000 1v1170a7274711ff11 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1689226aba98d047 1v1908652046bc34d9 1v0000000000000000 1v16cac88fc3c4ce5e 1v0000000000000000 1v153d9f249d04cad1 1v0000000000000000 1v153e9f24a104cad1
Frame 0050 : 1v0000000000000000 1v0000000000000000 1v1170650d46a17d58 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1689e42a3bbecde1 1v1908ea3e47bc329a 1v0000000000000000 1v16caea3fc0264d65 1v0000000000000000 1v153d5fb71efe09df 1v0000000000000000 1v153e5fb722fe09df
Frame 0051 : 1v0000000000000000 1v0000000000000000 1v1170ea5147b981a2 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1689a738b94b4a2c 1v1908ea3e47d37298 1v0000000000000000 1v18cac88fc777b358 1v0000000000000000 1v153d5f7a1ef8895e 1v0000000000000000 1v157f3fe0227a4ad1
Frame 0052 : 1v0000000000000000 1v0000000000000000 1v1131861746d93e2f 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v16898618b8d30b79 1v1909c88fc777b358 1v0000000000000000 1v18ca23e6c698b5c3 1v0000000000000000 1v15fc3fe01e7a4ad1 1v0000000000000000 1v157fbf54205c0a81
Frame 0053 : 1v0000000000000000 1v0000000000000000 1v113124a4c68cbd06 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1689226aba98d02c 1v190923e6c698b5c3 1v0000000000000000 1v18ca2496469e7515 1v0000000000000000 1v15fcbf541c5b4c06 1v0000000000000000 1v157f7ef321dacb35
Frame 0054 : 1v0000000000000000 1v0000000000000000 1v1131c8a247608042 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1909a71cc727b3fa 1v0000000000000000 1v18caa71cc727b3fa 1v0000000000000000 1v15fc9f249ce50c60 1v0000000000000000 1v157f5f9a22fe0a74
Frame 0055 : 1v0000000000000000 1v0000000000000000 1v1131a7274711ff11 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v190985ef46e7b47d 1v0000000000000000 1v18ca85ef46e7b47d 1v0000000000000000 1v15fc7ef31ddaccfc 1v0000000000000000 1v157f9f24a104cad1
Frame 0056 : 1v0000000000000000 1v0000000000000000 1v1131650d46a17d58 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1909652046bc34d9 1v0000000000000000 1v18ca652046bc34d9 1v0000000000000000 1v15fc5fba1efe4b24 1v0000000000000000 1v157f5fad22fe0a9f
Frame 0057 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1909ea3e47bc329a 1v0000000000000000 1v18caea3e47bc329a 1v0000000000000000 1v15fc5fad1efe0a9f 1v0000000000000000 1v157f5faea2fe0ab7
Frame 0058 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1909ea3e47d37298 1v0000000000000000 1v188b2496469e7515 1v0000000000000000 1v15fc5fae9efe0ab7 1v0000000000000000 1v15fe3fe0227a4ad1
Frame 0059 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v188ba71cc727b3fa 1v0000000000000000 1v15fd3fe01e7a4ad1 1v0000000000000000 1v15febf54205b4c06
Frame 0060 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v188b85ef46e7b47d 1v0000000000000000 1v15fdbf541c5b4c06 1v0000000000000000 1v15fe9f24a0e50c60
Frame 0061 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v188b652046bc34d9 1v0000000000000000 1v15fd9f249ce50c60 1v0000000000000000 1v15feff89a3a78b94
Frame 0062 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v188bc88fc771b291 1v0000000000000000 1v15fd7ef31ddaccfc 1v0000000000000000 1v15fe5fba22fe4b24
Frame 0063 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v15fd5fba1efe4b24 1v0000000000000000 1v0000000000000000
Frame 0064 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v153d3f8b227a09b9 1v0000000000000000 1v0000000000000000
Frame 0065 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v153dbf54205c0a81 1v0000000000000000 1v0000000000000000
Frame 0066 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v153d7ef321dacb35 1v0000000000000000 1v0000000000000000
Frame 0067 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v153dff83a3a80a2e 1v0000000000000000 1v0000000000000000
Frame 0068 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v153d3fdea27a09a9 1v0000000000000000 1v0000000000000000
Frame 0069 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v153d9f24a104cad1 1v0000000000000000 1v0000000000000000
Frame 0070 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v153d5fb722fe09df 1v0000000000000000 1v0000000000000000
Frame 0071 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v153d5f7a22f8895e 1v0000000000000000 1v0000000000000000
Frame 0072 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v15fc3fe0227a4ad1 1v0000000000000000 1v0000000000000000
Frame 0073 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v15fcbf54205b4c06 1v0000000000000000 1v0000000000000000
Frame 0074 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v15fc9f24a0e50c60 1v0000000000000000 1v0000000000000000
Frame 0075 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v15fcff89a3a78b94 1v0000000000000000 1v0000000000000000
Frame 0076 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v15fc7ef321daccfc 1v0000000000000000 1v0000000000000000
Frame 0077 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v15fc5fba22fe4b24 1v0000000000000000 1v0000000000000000
