Board Processor_6
 Quad/Chan :        q00c0              q00c1              q00c2              q00c3              q01c0              q01c1              q01c2              q01c3              q02c2              q02c3              q03c0              q03c1              q03c2              q03c3              q04c1      
      Link :         00                 01                 02                 03                 04                 05                 06                 07                 10                 11                 12                 13                 14                 15                 17        
Frame 0011 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0012 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0013 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0014 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0015 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0016 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0017 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0018 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0019 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0020 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0021 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0022 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0023 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0024 : 1v15c09a0491994b63 1v106e3e8692913ad1 1v14715e12972385c0 1v10705dc51308fd47 1v1ff35e091705bcc7 1v10733ec61699fca2 1v1ff45e091705bcc7 1v10743ec61699fca2 1v140a3eb392920c23 1v184afeeb1facb1d8 1v164c5d7613194fdc 1v1a7bfee99facf441 1v150f99f41588c4a3 1v1a7cfee99facf441 1v1bfebec09c3c37fc
Frame 0025 : 1v15c0bbba105b4bc3 1v106efc9393b33f59 1v14717afe15cb0f05 1v10703e8692913ad1 1v1ff35e93171ffd1a 1v10735e5b171e7e28 1v1ff45e93171ffd1a 1v10745e5b171e7e28 1v140a3e80129ecc3f 1v184a3f9e9e7ef4e9 1v164c7ae090a10af9 1v1a7b7d9f9ddb36b5 1v150f3ec096aa4f5a 1v1a7c7d9f9ddb36b5 1v1bfe7dca1dddb8d3
Frame 0026 : 1v15c0fcd913b00bf5 1v106ebbee9058420b 1v14713e7b1693c3b4 1v1070fc9393b33f59 1v1ff33f43969d3b7d 1v1073bbee9458420b 1v1ff43f43969d3b7d 1v1074fdec17a7ffbc 1v140abbee90580752 1v184a5f3d1f17331b 1v164cfc8093a58e08 1v1a7b9e2f1ce4b591 1v150f7ae09589042e 1v1a7c9e2f1ce4b591 1v1bfe5f4e9eff3725
Frame 0027 : 1v15c03eb392920c23 1v106e7ae090a1837c 1v14713e7a969283b9 1v1070bbee9058420b 1v1ff3bd08943c008d 1v1073fdec17a7ffbc 1v1ff4bd08943c008d 1v1074bd6e145801bf 1v140a99f41188c4a3 1v184abe8e9c3bf063 1v164c9a04911d0961 1v1a7b5f3b9f1773ce 1v150fbc7a945ac8fe 1v1a7c5f3b9f1773ce 1v1bfe9e2f1ce4b802
Frame 0028 : 1v15c07af110ea4b9a 1v106e9a11911c45a2 1v1471bc7a945ac9ff 1v10707ae090a1837c 1v1ff37ae095890449 1v1073bd6e145801bf 1v1ff47ae095890449 1v10749ce0150483b8 1v140a7ae09189042e 1v184a9e2f1d042e24 1v164c9a11911cc94e 1v1a7b5f489f00b3c5 1v158e2016a694b0c1 1v1a7c5f489f00b3c5 1v1bfe9dfc1ce77833
Frame 0029 : 1v15c05dc413188c20 1v106f3e8692913ad1 1v14717ad395884e31 1v1c02bec09c3c37fc 1v14725e12972385c0 1v10739ce0150483b8 1v14743e7f969b84ee 1v10747c2095dac625 1v140a5dbb930c8a8e 1v184a7dca1dddab91 1v164cb8d791cb0724 1v1a7b7dca1dddb6b7 1v158e403ea7104eeb 1v1a7c7dca1dddb6b7 1v1bfe3f949e7e774d
Frame 0030 : 1v15c03e80129ecc3f 1v106ffc9393b33f59 1v1471fd6497a5478a 1v1c025f3d1efeb92f 1v14727afe15cb0f05 1v10737c2095dac625 1v1474bc7a945ac9ff 1v10755e5b171e7e28 1v164bd76f11cb07dc 1v184bfeeb1facb1d8 1v164d5d7613194fdc 1v1a7bbe8e9c3b74d0 1v158ee070a7accc97 1v1a7cbe8e9c3b74d0 1v1bfe5ef59f17f776
Frame 0031 : 1v15c099f41188cb71 1v106fbbee9058420b 1v14719b8815068c54 1v1c029e611ce4b78f 1v14723e7b1693c3b4 1v10733ec61a99fca2 1v1474fd6497a5478a 1v1075fdec17a7ffbc 1v164b7ae090a10af9 1v184b3f9e9e7ef4e9 1v164d3e4892a0917a 1v1bba3f9e9e7ef4e9 1v158ea0afa4584a11 1v1bbc3f939e7a35f7 1v1bbf9e611ce4b78f
Frame 0032 : 1v15c19a0491994b63 1v106f7ae090a1837c 1v19f04022a2f8afda 1v1c02ff0a1f91386f 1v14723e7a969283b9 1v10735e5b1b1e7e28 1v14747af1151c0bb2 1v1075bd6e145801bf 1v164bfc8093a58e08 1v184b5f3d1f17331b 1v164dfc8093a58e08 1v1bba5f659efa75dc 1v158e2010a6805107 1v1bbc7dca1dddb8d3 1v1bbf5f4e9eff3725
Frame 0033 : 1v15c1bbba105b4bc3 1v106f9a11911c45a2 1v19f0201fa2952e4b 1v1c027d9f9ddb36b5 1v1472bc7a945ac9ff 1v1073fdec1ba7ffbc 1v0000000000000000 1v10759ce0150483b8 1v164b9a04911d0961 1v184b5f489f00b3c5 1v164d9a04911d0961 1v1bba9dfc1ce77833 1v158e80e1a4e847e6 1v1bbc5f4a1eff7666 1v1bbfbe8e9c3bf770
Frame 0034 : 1v15c1fcd913b00bf5 1v1c01bec09c3c37fc 1v19f0201e227b6de2 1v1c025f559efeb8cc 1v14727ad395884e31 1v1073bd6e185801bf 1v0000000000000000 1v10743ec61a99fca2 1v164b9a11911cc94e 1v184b9e2f1d042e24 1v164d9a11911cc94e 1v1bbabe8e9c3bf770 1v158e614225fa439b 1v1bbc9e2f1ce4b802 1v1bbf3f949e7e774d
Frame 0035 : 1v15c13eb392920c23 1v1c019e611ce4b78f 1v19f0801b2106f797 1v1c027dca1dddb6ea 1v1472fd6497a5478a 1v10739ce0190483b8 1v0000000000000000 1v10745e5b1b1e7e28 1v164bb8d791cb0724 1v184b7dca1dddab91 1v164db8d791cb0724 1v1bbafeeb1fadf6f7 1v158f2016a694b0c1 1v1bbc9dfc1ce77833 1v1bbffeeb1fadf6f7
Frame 0036 : 1v15c17af110ea4b9a 1v1c01ff0a1f91386f 1v19f0a01b205bf557 1v1c023f979e7df91e 1v14729b8815068c54 1v10737c2099dac625 1v0000000000000000 1v1074fdec1ba7ffbc 1v194b3efb16b6b6ac 1v188b3f939e7a35f7 1v194c3efb16b6b6ac 1v1bbb3f939e7a35f7 1v158f403ea7104eeb 1v1bbcbe8e9c3bf770 1v1bbf5ef59f17f776
Frame 0037 : 1v15c15dc413188c20 1v1c015f559efeb8cc 1v19f0604d21ddba99 1v1c03bec09c3c37fc 1v14735e12972385c0 1v1473a35e303b8955 1v0000000000000000 1v1074bd6e185801bf 1v194b5e7b970a357f 1v188b5f3b9f1773ce 1v194c5e7b970a357f 1v1bbb5f659efa75dc 1v158fe070a7accc97 1v1bbc3f509e9875cb 1v0000000000000000
Frame 0038 : 1v15c13e80129ecc3f 1v1c019e2f1ce4b802 1v19f14022a2f8afda 1v1c035f3d1efeb92f 1v1473bc7a945ac9ff 1v14734235b31085ef 1v0000000000000000 1v10749ce0190483b8 1v194bfde917b5739b 1v188b5f489f00b3c5 1v194cfde917b5739b 1v1bbb5f4a1eff7666 1v158fa0afa4584a11 1v1bbcfeeb1fadf6f7 1v0000000000000000
Frame 0039 : 1v15c199f41188cb71 1v1c019dfc1ce77833 1v19f1201fa2952e4b 1v1c039e611ce4b78f 1v1473fd6497a5478a 1v1473a35e303b8966 1v0000000000000000 1v10747c2099dac625 1v194b3f17169df701 1v188b5f4e9f007476 1v194c3f17169df701 1v1bbb9e2f1ce4b802 1v158f2010a6805107 1v1bbd9e611ce4b78f 1v0000000000000000
Frame 0040 : 1v15c09a0495994b63 1v1c013f979e7df91e 1v19f1201e227b6de2 1v1c03ff0a1f91386f 1v14739b8815068c54 1v147385ee31cb0e1e 1v0000000000000000 1v1e345f3d1efeb92f 1v194b5e8f971af57a 1v188bbe8e9c3bf063 1v194c5e8f971af57a 1v1bbb9dfc1ce77833 1v158f80e1a4e847e6 1v1bbd3f939e7a35f7 1v0000000000000000
Frame 0041 : 1v15c03eb396920c23 1v0000000000000000 1v19f13fd62294af06 1v1c037d9f9ddb36b5 1v0000000000000000 1v1473a35e303b89a0 1v0000000000000000 1v1e34fed71f903af2 1v194bbd3a945af19a 1v188b9e2f1d042e24 1v194cbd3a945af19a 1v1bbbbe8e9c3bf770 1v158f614225fa439b 1v1bbd7dca1dddb8d3 1v0000000000000000
Frame 0042 : 1v15c07af114ea4b9a 1v0000000000000000 1v19f13fdba27b6e50 1v1c035f559efeb8cc 1v0000000000000000 1v14736501b1cb0e3d 1v0000000000000000 1v1e34be611c587d2a 1v194b9cae14e4aff0 1v188b7dca1dddab91 1v194c9cae14e4aff0 1v1bbb3f509e9875cb 1v0000000000000000 1v1bbd5f4a1eff7666 1v0000000000000000
Frame 0043 : 1v15c05dc417188c20 1v0000000000000000 1v19f1801b2106f797 1v1c037dca1dddb6ea 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1e349dca1d06bf04 1v194b7b8815ddacea 1v0000000000000000 1v194c7b8815ddacea 1v1bbbfeeb1fadf6f7 1v0000000000000000 1v1bbd9e2f1ce4b802 1v0000000000000000
Frame 0044 : 1v15c03e80169ecc3f 1v0000000000000000 1v19f1a01b205bf557 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1e347d3a9dfd0196 1v114abd3a943cc1f8 1v0000000000000000 1v194dfde917b5739b 1v188c3f939e7a35f7 1v0000000000000000 1v1bbdbe8e9c3bf770 1v0000000000000000
Frame 0045 : 1v15c099f41588cb71 1v0000000000000000 1v19f1604d21ddba99 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1474208c327904ca 1v114afdb797b34389 1v0000000000000000 1v194d3f17169df701 1v188c5f4e9f007476 1v0000000000000000 1v1bbdfeeb1fadf6f7 1v0000000000000000
Frame 0046 : 1v15c19a0495994b63 1v0000000000000000 1v19f04022a6f8afda 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1474a35e303b8955 1v114a3f44969e4693 1v0000000000000000 1v194d5e8f971af57a 1v188c3f509e9875cb 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0047 : 1v15c13eb396920c23 1v0000000000000000 1v19f0201fa6952e4b 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v14744235b31085ef 1v114afd7797b64370 1v0000000000000000 1v194dbd3a945af19a 1v188cbe8e9c3bf063 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0048 : 1v15c17af114ea4b9a 1v0000000000000000 1v19f0201e267b6de2 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1474a35e303b8966 1v114a7ad395887e4e 1v0000000000000000 1v194d9cae14e4aff0 1v188c9e2f1d042e24 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0049 : 1v15c15dc417188c20 1v0000000000000000 1v19f0801b2506f797 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v147485ee31cb0e1e 1v114bbd3a943cc1f8 1v0000000000000000 1v194d7b8815ddacea 1v188c7dca1dddab91 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0050 : 1v15c13e80169ecc3f 1v0000000000000000 1v19f0a01b245bf557 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1474a35e303b89a0 1v114bfdb797b34389 1v0000000000000000 1v114cbd3a943cc1f8 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0051 : 1v15c199f41588cb71 1v0000000000000000 1v19f0e02927a7729e 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v14746501b1cb0e3d 1v114b3f44969e4693 1v0000000000000000 1v114cfdb797b34389 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0052 : 1v13ee652abf2783b8 1v0000000000000000 1v19f0604d25ddba99 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v114bfd7797b64370 1v0000000000000000 1v114cfd7797b64370 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0053 : 1v13ee2356be9bc1c9 1v0000000000000000 1v19f1208da67baeae 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v114b9c4894e78001 1v0000000000000000 1v114c9c4894e78001 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0054 : 1v13eec883bc264855 1v0000000000000000 1v19f1208aa67baeae 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v114b7ad395887e4e 1v0000000000000000 1v114c7ad395887e4e 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0055 : 1v13eea7273fbf4665 1v0000000000000000 1v19f14022a6f8afda 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v140a3eb396920c23 1v0000000000000000 1v194c3efb1ab6b6ac 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0056 : 1v13eea739bfc38682 1v0000000000000000 1v19f1201fa6952e4b 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v140a3e80169ecc3f 1v0000000000000000 1v194c5e7b9b0a357f 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0057 : 1v13eeea5cbcc04afe 1v0000000000000000 1v19f1201e267b6de2 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v140abbee94580752 1v0000000000000000 1v194cfde91bb5739b 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0058 : 1v0000000000000000 1v0000000000000000 1v19f13fd62694af06 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v140a99f41588c4a3 1v0000000000000000 1v194c3f171a9df701 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0059 : 1v0000000000000000 1v0000000000000000 1v19f13fdba67b6e50 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v140a7ae09589042e 1v0000000000000000 1v194c5e8f9b1af57a 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0060 : 1v0000000000000000 1v0000000000000000 1v19f1801b2506f797 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v194b3efb1ab6b6ac 1v0000000000000000 1v194cbd3a985af19a 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0061 : 1v0000000000000000 1v0000000000000000 1v19f1a01b245bf557 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v194b5e7b9b0a357f 1v0000000000000000 1v194c9cae18e4aff0 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0062 : 1v0000000000000000 1v0000000000000000 1v19f1e02927a7729e 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v194bfde91bb5739b 1v0000000000000000 1v194c7b8819ddacea 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0063 : 1v0000000000000000 1v0000000000000000 1v19f1604d25ddba99 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v194b3f171a9df701 1v0000000000000000 1v194dfde91bb5739b 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0064 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v194b5e8f9b1af57a 1v0000000000000000 1v194d3f171a9df701 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0065 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v194bbd3a985af19a 1v0000000000000000 1v194d5e8f9b1af57a 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0066 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v194b9cae18e4aff0 1v0000000000000000 1v194dbd3a985af19a 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0067 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v194b7b8819ddacea 1v0000000000000000 1v194d9cae18e4aff0 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0068 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v194d7b8819ddacea 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0069 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0070 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0071 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0072 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0073 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0074 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0075 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0076 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0077 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0078 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0079 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0080 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0081 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
Frame 0082 : 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v0000000000000000
