Board Processor_5
 Quad/Chan :        q00c0              q00c1              q00c2              q00c3              q01c0              q01c1              q01c2              q01c3              q02c0              q02c1              q02c2              q02c3              q03c0              q03c1              q03c3              q04c1      
      Link :         00                 01                 02                 03                 04                 05                 06                 07                 08                 09                 10                 11                 12                 13                 15                 17        
Frame 0010 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0011 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0012 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0013 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0014 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0015 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0016 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0017 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0018 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0019 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0020 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0021 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0022 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0023 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 0024 : 1v16ee3d970e9e07bf 1v100099e88b770066 1v1383b8e3033447e5 1v1fc299e88b770066 1v1344b8e3033447e5 1v104499f30b68812c 1v1346b8e3033447e5 1v1774d75287b3cdae 1v1308b8e3033447e5 1v1736d75287b3cdae 1v13cad75d83614954 1v1dcaf5b0048eba38 1v134c7af282a4caf0 1v1dcc3cb18697006c 1v10fc99f30b68812c 1v103f99e88b770066
Frame 0025 : 1v16eeb8ba0d7e1408 1v100099e88b78805f 1v13833b6182a408ba 1v1fc299e88b78805f 1v1344f5a403efc6d4 1v104499e88b6bc138 1v1346f5a403efc6d4 1v177499e887124c09 1v13083b6182a408ba 1v1736d76f04278ea3 1v13ca7af282a4caf0 1v1dca9a0607453dcc 1v134cf5a403efc6d4 1v1dccf5b0048eba38 1v10fc99e88b6bc138 1v103f99e88b78805f
Frame 0026 : 1v16eed77c0d1392b3 1v10003cb18a97006c 1v13839a0602f2c842 1v1fc23cb18a97006c 1v13449a0602f2c842 1v10443cb48aa2425f 1v13463b6182a408ba 1v17743cab86838ac7 1v13089a0602f2c842 1v173699e887124c09 1v13ca3b5b828f8b1d 1v1dca7afd06ffbe9c 1v134c3b5b828f8b1d 1v1dcc3c1d06a64004 1v10fcb8c60bc3c184 1v103f3cb18a97006c
Frame 0027 : 1v16ee99f30c1a0e55 1v1000f5cd88e0c014 1v13837ad502c4488a 1v1fc25b5b0b06c094 1v13447ad502c4488a 1v10447af28b2f41c6 1v13469a0602f2c842 1v17747ad506d7cb74 1v13087ad502c4488a 1v17363cab86838ac7 1v13cab8e30310ca00 1v1dca7afd06de3f0d 1v134cb8e30310ca00 1v1dcc9a0607453dcc 1v10fc3cb18a97006c 1v103ff5cd88e0c014
Frame 0028 : 1v16ee5c688f1989e9 1v10005b5b0b06c094 1v1383d77b0385c768 1v1fc2b8d88bc07fc9 1v1344d77b0385c768 1v1044f5cd88e0c014 1v13467ad502c4488a 1v1774b8c60759ccbf 1v1308d77b0385c768 1v17367ad506d7cb74 1v13ca99e882db0a7a 1v1dca3cad06878005 1v134c7adf82ba8a65 1v1dcc7afd06ffbe9c 1v10fc7ad50b24c0f0 1v103f3cad0a878005
Frame 0029 : 1v16eef5cd8dcb1596 1v10003cad0a878005 1v1383d7700387c76c 1v1fc27ad50b304029 1v1344d7700387c76c 1v10445b5d8b0dc1e6 1v1346d77b0385c768 1v1774b8c607584cc1 1v1308d7700387c76c 1v1736f5cd84270ed3 1v13ca3c0d02928b95 1v1dcab8c6079e3cc7 1v134c99e882db0a7a 1v1dcc7afd06de3f0d 1v10fc5b5b0b06c094 1v103fd751888e801e
Frame 0030 : 1v16ee7ad50fbd8cbf 1v1000d751888e801e 1v1e303b60829ff756 1v104299f30b68812c 1v1345b8e3033447e5 1v10445bdd0b018196 1v1346d7700387c76c 1v1774d75287b24e25 1v13c8d75d83614954 1v1736b8c60759ccbf 1v13ca99f302d98a7c 1v1dca7ad5070afe7d 1v134c99f302d98a7c 1v1dcc3cad06878005 1v10fcb8d88bbe4182 1v103fd77c08584084
Frame 0031 : 1v16ef3d970e9e07bf 1v10007ad50b304029 1v1e309a0602eb783e 1v104299e88b6bc138 1v1345f5a403efc6d4 1v1044b8d88bd70110 1v1307b8e3033447e5 1v1735d75287b3cdae 1v13c87af282a4caf0 1v1736b8c607584cc1 1v13caf5a403bc8895 1v1dcad7528405bb9a 1v0000000000000000 1v1dccb8c6079e3cc7 1v10fcd77c0826c1df 1v103f7ad50b304029
Frame 0032 : 1v16efb8ba0d7e1408 1v100199e88b770066 1v1e307ad502beb7ba 1v10427ad50b24c0f0 1v13453b6182a408ba 1v1044d751888e801e 1v13073b6182a408ba 1v1735d76f04278ea3 1v13c83b5c82938a7b 1v1736f5ae841a0ebe 1v138bd75d83614954 1v1dcbf5b0048eba38 1v0000000000000000 1v1dcc7ad5070afe7d 1v10fc7ad50b2ec14b 1v107f99e88b770066
Frame 0033 : 1v16ef99f30c1a0e55 1v100199e88b78805f 1v1e30d77b037b39f0 1v1042f5cd88e0c014 1v13459a0602f2c842 1v1044d77c08584084 1v13079a0602f2c842 1v173599e887124c09 1v13c83b5b828f8b1d 1v1736f5c004278e87 1v138b7af282a4caf0 1v1dcb3c1d06a64004 1v0000000000000000 1v1dccd7528405bb9a 1v10fc99f30b7e816d 1v107f99e88b78805f
Frame 0034 : 1v16ef5c688f1989e9 1v10013cb18a97006c 1v1e30b8d8832db904 1v10425bdd0b018196 1v13457ad502c4488a 1v104499f30b7e816d 1v13077ad502c4488a 1v17353cab86838ac7 1v13c8b8e30310ca00 1v1737d75287b3cdae 1v138b3b5b828f8b1d 1v1dcb9a0607453dcc 1v0000000000000000 1v10fa99f30b68812c 1v10fcf5a308c0425f 1v107f3cb18a97006c
Frame 0035 : 1v16eff5cd8dcb1596 1v1001f5cd88e0c014 1v1470860cc32c058b 1v10423cb30a9c81ac 1v1345d77b0385c768 1v10453cb48aa2425f 1v1307d77b0385c768 1v17357ad506d7cb74 1v13c87adf82ba8a65 1v1737d76f04278ea3 1v138bb8e30310ca00 1v1dcb7afd06ffbe9c 1v0000000000000000 1v10fa99e88b6bc138 1v10fcd77c0826c1bf 1v107f7ad50b24c0f0
Frame 0036 : 1v16ef7ad50fbd8cbf 1v10015b5b0b06c094 1v147023ed42a30386 1v1042b8d88bd70110 1v1345d7700387c76c 1v10457af28b2f41c6 1v1307d7700387c76c 1v1735f5cd84270ed3 1v13c899e882db0a7a 1v173799e887124c09 1v138b99e882db0a7a 1v1dcb7afd06de3f0d 1v0000000000000000 1v10fab8c60bc3c184 1v10bd99f30b68812c 1v107f5b5b0b06c094
Frame 0037 : 1v16ef7af28fcd4d30 1v1001d751888e801e 1v1470ea324026498b 1v1042d751888e801e 1v1445d75d83614954 1v10455b5d8b0dc1e6 1v1406d75d83614954 1v1735b8c60759ccbf 1v13c899f302d98a7c 1v17373cab86838ac7 1v138b99f302d98a7c 1v1dcb3cad06878005 1v0000000000000000 1v10fa5b5b0b06c094 1v10bd3cb18a97006c 1v107fd77c08584084
Frame 0038 : 1v18ee20b92e8e2b31 1v104199f30b68812c 1v1470a71cc3710690 1v1042d77c08584084 1v14457af282a4caf0 1v10455b688b28c21c 1v14063b5c82938a7b 1v1735b8c607584cc1 1v13c9d75d83614954 1v17377ad506d7cb74 1v0000000000000000 1v1dcbb8c6079e3cc7 1v0000000000000000 1v10fab8d88bbe4182 1v10bd7ad50b24c0f0 1v10be99f30b68812c
Frame 0039 : 1v18ee411d2f162d86 1v104199e88b6bc138 1v1470c88fc3cf07ee 1v10427ad50b2ec14b 1v14453b5c82938a7b 1v1045b8d88bd70110 1v1406b8e30310ca00 1v1735f5ae841a0ebe 1v13c97af282a4caf0 1v1737f5cd84270ed3 1v0000000000000000 1v1dcb7ad5070afe7d 1v0000000000000000 1v10fad77c0826c1df 1v10bd5b5b0b06c094 1v10be99e88b6bc138
Frame 0040 : 1v18ee20cd2ea92bab 1v10417ad50b24c0f0 1v1470650d42ec0496 1v104399f30b68812c 1v14453b5b828f8b1d 1v1045d77c08584084 1v14067adf82ba8a65 1v1735f5c004278e87 1v13c93b5b828f8b1d 1v1737b8c60759ccbf 1v0000000000000000 1v1dcbd7528405bb9a 1v0000000000000000 1v10fa3cad0a878005 1v10bdb8d88bd70110 1v10be3cb18a97006c
Frame 0041 : 1v18eea2052c38f2a0 1v1041f5cd88e0c014 1v1471860cc32c058b 1v104399e88b6bc138 1v1445b8e30310ca00 1v104599f30b7e816d 1v140699e882db0a7a 1v177599e887124c09 1v13c9b8e30310ca00 1v1737b8c607584cc1 1v0000000000000000 1v1f78f5cd88e0c014 1v0000000000000000 1v10fad77c0826c1bf 1v10bd3cad0a878005 1v10be7ad50b24c0f0
Frame 0042 : 1v18eee1982fbf307a 1v10413cb30a9c81ac 1v147123ed42a30386 1v10437af28b2f41c6 1v14457adf82ba8a65 1v1085b8c60bc3c184 1v140699f302d98a7c 1v17753cab86838ac7 1v13c97adf82ba8a65 1v1737f5c004278e87 1v0000000000000000 1v1f783cb50aa3fbe4 1v0000000000000000 1v10bb99e88b770066 1v10fd99f30b68812c 1v10be5b5b0b06c094
Frame 0043 : 1v18ee826a2ce735b1 1v1041b8d88bd70110 1v1471ea324026498b 1v1043f5cd88e0c014 1v144599e882db0a7a 1v10853cb30a9cc325 1v1407d75d83614954 1v17757ad506d7cb74 1v13c999e882db0a7a 1v1f085b5b0b06c094 1v0000000000000000 1v1f783d318a933bc1 1v0000000000000000 1v10bb99e88b78805f 1v10fd99e88b6bc138 1v10beb8d88bd70110
Frame 0044 : 1v18ee632c2dfd3aa2 1v1041d77c08584084 1v1471a71cc3710690 1v10435b5d8b0dc1e6 1v144599f302d98a7c 1v10857afd0b3fc286 1v14077af282a4caf0 1v1775b8c60759ccbf 1v13c999f302d98a7c 1v1f0899e88b79bf69 1v0000000000000000 1v1f783d2c8a827be2 1v0000000000000000 1v10bbb8d88bd70110 1v10fdb8c60bc3c184 1v10be7ad50b2ec14b
Frame 0045 : 1v146f85ef432b8526 1v10417ad50b2ec14b 1v1471c88fc3cf07ee 1v10435bdd0b018196 1v1df23b60829ff756 1v1085f5cd88e0c014 1v14073b5b828f8b1d 1v1775b8c607584cc1 1v1408d75d83614954 1v1f08b8e30bc93e9b 1v0000000000000000 1v1f78b8e30bc93e9b 1v0000000000000000 1v10bb3cad0a878005 1v10fd7ad50b24c0f0 1v10fe99e88b6bc138
Frame 0046 : 1v146f860cc32c058b 1v108099f30b68812c 1v1471650d42ec0496 1v10433cb30a9c81ac 1v1df29a0602eb783e 1v10855b688b28c21c 1v1407b8e30310ca00 1v1775d75287b24e25 1v14087af282a4caf0 1v1f08d77c08263ddc 1v0000000000000000 1v1f787ad50b2cbd51 1v0000000000000000 1v10bb7ad50b304029 1v10fdb8d88bbe4182 1v10feb8c60bc3c184
Frame 0047 : 1v146f23ed42a30386 1v108099e88b6bc138 1v0000000000000000 1v1043b8d88bd70110 1v1df27ad502beb7ba 1v1085b8d88bbe4182 1v14077adf82ba8a65 1v10463cb30a9cc325 1v14083b5b828f8b1d 1v1f087ad50b304029 1v0000000000000000 1v1f785b5b0b06bcc3 1v0000000000000000 1v10bbf5a308c0425f 1v10fdd77c0826c1df 1v10fe7af28b2f41c6
Frame 0048 : 1v146fea324026498b 1v1080b8c60bc3c184 1v0000000000000000 1v1043d751888e801e 1v1df2d77b037b39f0 1v10853d350a9e0320 1v140799e882db0a7a 1v10467af28b2f41c6 1v1408b8e30310ca00 1v1f095b5b0b06c094 1v0000000000000000 1v1eca5b5b0b06c094 1v0000000000000000 1v10fb99f30b68812c 1v10fd7ad50b2ec14b 1v10fe5bdd0b018196
Frame 0049 : 1v146fa71cc3710690 1v10805bdd0b018196 1v0000000000000000 1v1043d77c08584084 1v1df2b8d8832db904 1v1085d77c08584084 1v140799f302d98a7c 1v10465b688b28c21c 1v140899e882db0a7a 1v1f093cb30a9c81ac 1v0000000000000000 1v1eca3cb30a9c81ac 1v0000000000000000 1v10fb99e88b6bc138 1v10fd99f30b7e816d 1v10feb8d88bbe4182
Frame 0050 : 1v146fc88fc3cf07ee 1v10803cb30a9c81ac 1v0000000000000000 1v10437ad50b2ec14b 1v1df2f5cc03d93b04 1v12727afd0b3fc286 1v1db43b60829ff756 1v1046b8d88bd70110 1v14083c0d02928b95 1v1f0999e88b79bf69 1v0000000000000000 1v1eca99e88b79bf69 1v0000000000000000 1v10fbb8c60bc3c184 1v10fdf5a308c0425f 1v10fed77c0826c1df
Frame 0051 : 1v146f650d42ec0496 1v1080b8d88bd70110 1v0000000000000000 1v104399f30b7e816d 1v1db33b60829ff756 1v12727af28b2f41c6 1v1db49a0602eb783e 1v10463d350a9e0320 1v140899f302d98a7c 1v1f09b8e30bc93e9b 1v0000000000000000 1v1ecad77c08263d7b 1v0000000000000000 1v10fb3cb18a97006c 1v10fdd77c0826c1bf 1v10fe7ad50b2ec14b
Frame 0052 : 1v0000000000000000 1v1080b8d88bbe4182 1v0000000000000000 1v1082b8c60bc3c184 1v1db39a0602eb783e 1v1272f5c00912c898 1v1db47ad502beb7ba 1v104699f30b7e816d 1v1336b8e303328473 1v1f09d77c08263ddc 1v0000000000000000 1v1eca7ad50b304029 1v0000000000000000 1v10fb7ad50b24c0f0 1v1ece3cb48aa2425f 1v10fe99f30b7e816d
Frame 0053 : 1v0000000000000000 1v10807ad50b2ec14b 1v0000000000000000 1v10823cb48aa2425f 1v1db37ad502beb7ba 1v12725b5d8b0dc1e6 1v1db4d77b037b39f0 1v1086b8c60bc3c184 1v13367ad502c34362 1v1f097ad50b304029 1v0000000000000000 1v1ecaf5b008c13c05 1v0000000000000000 1v10fb5b5b0b06c094 1v1ece3cb30a9cc325 1v10fef5a308c0425f
Frame 0054 : 1v0000000000000000 1v108099f30b7e816d 1v0000000000000000 1v10827af28b2f41c6 1v1db3d77b037b39f0 1v12725b688b28c21c 1v1db4b8d8832db904 1v10863cb30a9cc325 1v1336d77b03838542 1v117799f30b68812c 1v0000000000000000 1v1ecb5b5b0b06c094 1v0000000000000000 1v10fbb8d88bbe4182 1v1ece7ad50b24c0f0 1v10ffb8c60bc3c184
Frame 0055 : 1v0000000000000000 1v10c0b8c60bc3c184 1v0000000000000000 1v10825b5d8b0dc1e6 1v1db3b8d8832db904 1v12725bdd0b018196 1v1db4f5cc03d93b04 1v10867afd0b3fc286 1v13363b6202a4430d 1v117799e88b6bc138 1v0000000000000000 1v1ecb3cb30a9c81ac 1v0000000000000000 1v10fbd77c0826c1df 1v1ece5bdd0b018196 1v10ff7af28b2f41c6
Frame 0056 : 1v0000000000000000 1v10c07af28b2f41c6 1v0000000000000000 1v10825b688b28c21c 1v1db3f5cc03d93b04 1v1272d751888f46cd 1v1db53b60829ff756 1v1086f5cd88e0c014 1v1336f5a403ee0644 1v11777ad50b24c0f0 1v0000000000000000 1v1ecb99e88b79bf69 1v0000000000000000 1v10fb3cad0a878005 1v1ece99e88b79bf69 1v10ff5b5d8b0dc1e6
Frame 0057 : 1v0000000000000000 1v10c05b5d8b0dc1e6 1v0000000000000000 1v10825bdd0b018196 1v1df33b60829ff756 1v12727afd0b4d0295 1v1db59a0602eb783e 1v1086b8d88bbe4182 1v13369a0602f1c3d5 1v11775b5b0b06c094 1v0000000000000000 1v1ecbb8e30bc93e9b 1v0000000000000000 1v10fbf5a308c0425f 1v1eceb8e30bc93e9b 1v10ff5bdd0b018196
Frame 0058 : 1v0000000000000000 1v10c05b688b28c21c 1v0000000000000000 1v1082b8d88bbe4182 1v1df39a0602eb783e 1v12729a108b9dc3a6 1v1db57ad502beb7ba 1v10863d350a9e0320 1v1337b8e303328473 1v11773cad0a878005 1v0000000000000000 1v1ecbd77c08263d7b 1v0000000000000000 1v10fbd77c0826c1bf 1v1ece3d350a9e0320 1v10ff3cb30a9c81ac
Frame 0059 : 1v0000000000000000 1v10c05bdd0b018196 1v0000000000000000 1v108299f30b7e816d 1v1df37ad502beb7ba 1v1272b8c6080e0525 1v1db5d77b037b39f0 1v10863cac8a864414 1v13377ad502c34362 1v1177f5a308c08480 1v0000000000000000 1v1ecb7ad50b304029 1v0000000000000000 1v1ecc3cb48aa2425f 1v1f0e99e88b770066 1v10ffb8d88bbe4182
Frame 0060 : 1v0000000000000000 1v10c03cb30a9c81ac 1v0000000000000000 1v1083b8c60bc3c184 1v1df3d77b037b39f0 1v1272b8bb08128531 1v1db5b8d8832db904 1v1086d77c08584084 1v1337d77b03838542 1v0000000000000000 1v0000000000000000 1v1f0a5b5b0b06c094 1v0000000000000000 1v1ecc5b5b0b06c094 1v1f0e99e88b78805f 1v10ffd77c0826c1df
Frame 0061 : 1v0000000000000000 1v10c0b8d88bbe4182 1v0000000000000000 1v10833cb48aa2425f 1v1df3b8d8832db904 1v12729a108b8dc38b 1v1db5f5cc03d93b04 1v12743cb18a97006c 1v13373b6202a4430d 1v0000000000000000 1v0000000000000000 1v1f0a3cb30a9c81ac 1v0000000000000000 1v1ecc3cb30a9c81ac 1v1f0e3cb30a9cc325 1v10ff99f30b7e816d
Frame 0062 : 1v0000000000000000 1v10c0d77c0826c1df 1v0000000000000000 1v10837af28b2f41c6 1v1df3f5cc03d93b04 1v12733cb18a97006c 1v1374b8e303328473 1v12747afd0b3fc286 1v1337f5a403ee0644 1v0000000000000000 1v0000000000000000 1v1f0a99e88b79bf69 1v0000000000000000 1v1ecc99e88b79bf69 1v1f0e5b5d8b0dc1e6 1v1f1099e88b770066
Frame 0063 : 1v0000000000000000 1v108199f30b68812c 1v0000000000000000 1v10835b5d8b0dc1e6 1v13b2f5a403efc6d4 1v12737afd0b3fc286 1v13747ad502c34362 1v12745b5d8b0dc1e6 1v13379a0602f1c3d5 1v0000000000000000 1v0000000000000000 1v1f0ab8e30bc93e9b 1v0000000000000000 1v1eccb8e30bc93e9b 1v1f0e5bdd0b018196 1v1f1099e88b78805f
Frame 0064 : 1v0000000000000000 1v108199e88b6bc138 1v0000000000000000 1v10835b688b28c21c 1v13b2b8e303328473 1v12735b5d8b0dc1e6 1v1374d77b03838542 1v12745b688b28c21c 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1f0ad77c08263ddc 1v0000000000000000 1v1eccd77c08263d7b 1v1f0e3d350a9e0320 1v1f107af28b2f41c6
Frame 0065 : 1v0000000000000000 1v1081b8c60bc3c184 1v0000000000000000 1v1083b8d88bbe4182 1v13b27ad502c34362 1v12735b688b28c21c 1v13743b6202a4430d 1v12745bdd0b018196 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1f0a7ad50b304029 1v0000000000000000 1v1ecc7ad50b304029 1v1f0ed77c08263d7b 1v1f105b5d8b0dc1e6
Frame 0066 : 1v0000000000000000 1v10817af28b2f41c6 1v0000000000000000 1v108399f30b7e816d 1v13b23b6202a4430d 1v12735bdd0b018196 1v13749a0602f1c3d5 1v12747afd0b4d0295 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1f0af5b008c13c05 1v0000000000000000 1v1ecd3cb48aa2425f 1v1f0ed77c08263ddc 1v1f103cac8a864414
Frame 0067 : 1v0000000000000000 1v10815b5d8b0dc1e6 1v0000000000000000 1v10703cb50aa3fbe4 1v13b29a0602f1c3d5 1v1273d751888f46cd 1v1335b8e303328473 1v12749a108b9dc3a6 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1f4a99e88b770066 1v0000000000000000 1v1ecd7ad50b24c0f0 1v1f0e7ad50b2ec14b 1v1f10d77c08263d7b
Frame 0068 : 1v0000000000000000 1v10815bdd0b018196 1v0000000000000000 1v10707ad50b2cbd51 1v13b3f5a403efc6d4 1v12737afd0b4d0295 1v13357ad502c34362 1v1274b8c6080e0525 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1f4a99e88b78805f 1v0000000000000000 1v1ecd99e88b79bf69 1v1f0eb8e30bc7ff50 1v1f10d77c08263ddc
Frame 0069 : 1v0000000000000000 1v10813cb30a9c81ac 1v0000000000000000 1v10703d2d0a83fabb 1v13b3b8e303328473 1v12739a108b9dc3a6 1v1335d77b03838542 1v1274b8bb08128531 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1f4a3cb48aa2425f 1v0000000000000000 1v1ecdb8e30bc93e9b 1v1f4e99f30b68812c 1v1f107ad50b2ec14b
Frame 0070 : 1v0000000000000000 1v1081b8d88bd70110 1v0000000000000000 1v10703cb28a9bbafa 1v13b37ad502c34362 1v1273b8c6080e0525 1v13353b6202a4430d 1v12749a108b8dc38b 1v0000000000000000 1v0000000000000000 1v0000000000000000 1v1f4a7ad50b24c0f0 1v0000000000000000 1v1ecdd77c08263d7b 1v1f4e99e88b770066 1v1f10b8d88bcc7f47
